"","main_category","subcategory","loc_state","loc_name","goal","state","face.like","face_followers","youtube_videos","youtube_subscriptors","youtube_views","instagram_followers","twitter_followers","PCE","dif_launch_end","dif_create_end","dif_create_launch"
"333","Comics","Webcomics","CA","Mountain View",20000,"successful",0,0,0,0,0,"0",23400,53082,32,123,91
"334","Comics","Webcomics","CA","Pleasant Hill",2000,"successful",0,0,0,0,0,"3381",1601,53082,30,208,178
"335","Publishing","Literary Spaces","CA","Long Beach",7777,"failed",0,0,0,0,0,"0",0,53082,30,41,11
"336","Comics","Webcomics","CA","Los Angeles",45000,"successful",0,6203,0,0,0,"39400",9758,53082,31,121,90
"337","Comics","Webcomics","CA","Los Angeles",7000,"successful",0,6278,0,0,0,"2983",1196,53082,45,624,579
"338","Design","Product Design","CA","San Francisco",6022,"successful",192,219,0,0,0,"2971",0,53082,29,78,49
"341","Design","Product Design","CA","San Francisco",25000,"successful",0,0,0,0,0,"0",0,53082,42,60,18
"343","Music","R&B","CA","Los Angeles",4775,"successful",0,0,0,0,0,"0",0,53082,22,23,1
"344","Design","Product Design","CA","San Clemente",19000,"successful",0,0,0,0,0,"0",0,53082,30,84,54
"346","Film & Video","Comedy","CA","San Francisco",600,"successful",0,0,0,0,0,"0",0,53082,30,40,10
"347","Technology","Sound","CA","San Francisco",25000,"successful",0,0,67,7220,918433,"0",616,53082,30,212,182
"348","Comics","Webcomics","CA","Hemet",500,"successful",11000,11000,0,0,0,"0",0,53082,30,30,0
"349","Music","R&B","CA","Los Angeles",15000,"successful",0,0,0,0,0,"0",0,53082,30,293,263
"350","Comics","Webcomics","CA","Los Angeles",550,"successful",0,0,13,383,6458,"2681",2494,53082,60,61,1
"352","Comics","Webcomics","CA","Los Angeles",20000,"successful",45228,45852,8,5860,52797,"25400",22700,53082,31,81,50
"354","Design","Product Design","CA","Los Angeles",2500,"successful",0,0,0,0,0,"0",0,53082,37,93,56
"355","Design","Product Design","CA","San Francisco",5000,"successful",95,103,0,0,0,"0",0,53082,29,47,18
"357","Design","Product Design","CA","San Diego",5000,"successful",948,2001,30,104,28712,"2537",0,53082,30,71,41
"358","Technology","Sound","CA","Redlands",50000,"successful",0,0,0,0,0,"0",0,53082,30,85,55
"360","Design","Product Design","CA","San Diego",5000,"successful",0,0,0,0,0,"0",0,53082,30,63,33
"361","Design","Product Design","CA","San Diego",15000,"successful",0,0,0,0,0,"4652",0,53082,33,335,302
"362","Journalism","Photo","CA","Los Angeles",20000,"failed",0,0,0,0,0,"0",0,53082,30,121,91
"363","Music","R&B","CA","Los Angeles",2000,"successful",0,0,0,0,0,"0",0,53082,30,45,15
"364","Comics","Webcomics","CA","Berkeley",7000,"successful",0,0,0,0,0,"0",0,53082,41,47,6
"365","Comics","Webcomics","CA","Los Angeles",750,"successful",0,0,0,0,0,"0",0,53082,30,75,45
"366","Design","Product Design","CA","San Francisco",5000,"successful",0,0,0,0,0,"0",0,53082,40,69,29
"367","Comics","Webcomics","CA","Costa Mesa",2500,"failed",0,0,0,0,0,"93",0,53082,30,39,9
"368","Comics","Webcomics","CA","Hollister",100,"failed",0,0,0,0,0,"0",0,53082,29,48,19
"369","Comics","Webcomics","CA","Santa Clarita",5000,"successful",0,0,0,0,0,"42700",0,53082,30,93,63
"370","Comics","Webcomics","CA","San Diego",100,"successful",0,1900,0,0,0,"3376",360,53082,7,8,1
"374","Comics","Webcomics","CA","Camarillo",4600,"successful",107,109,0,0,0,"0",1334,53082,29,125,96
"375","Journalism","Photo","CA","Los Angeles",5000,"failed",0,0,0,0,0,"0",0,53082,51,53,2
"377","Design","Product Design","CA","San Francisco",2500,"successful",0,0,0,0,0,"0",0,53082,40,124,84
"379","Comics","Webcomics","CA","San Francisco",4000,"failed",0,0,0,0,0,"0",254,53082,30,43,13
"380","Music","R&B","CA","Los Angeles",1000,"successful",0,0,179,1550,760124,"27300",0,53082,46,47,1
"382","Music","R&B","CA","Los Angeles",4500,"successful",0,0,27,357,37689,"4599",0,53082,20,71,51
"383","Design","Product Design","CA","San Clemente",15000,"successful",70,72,0,0,0,"0",0,53082,56,163,107
"384","Music","R&B","CA","Oakland",7500,"successful",NA,NA,0,0,0,"0",0,53082,27,75,48
"385","Publishing","Literary Spaces","CA","Los Angeles",15000,"successful",0,0,0,0,0,"0",0,53082,45,55,10
"386","Publishing","Literary Spaces","CA","Los Angeles",12000,"successful",0,0,0,0,0,"0",0,53082,30,88,58
"387","Publishing","Literary Spaces","CA","Oakland",9469,"failed",0,0,0,0,0,"0",0,53082,31,56,25
"388","Music","R&B","CA","Rancho Palos Verdes",7000,"successful",0,0,0,0,0,"0",4,53082,30,73,43
"389","Comics","Webcomics","CA","Los Angeles",9750,"successful",0,0,0,0,0,"0",0,53082,30,68,38
"391","Design","Product Design","CA","North Hollywood",1678,"successful",0,0,0,0,0,"0",0,53082,17,23,6
"394","Comics","Webcomics","CA","Fresno",120,"successful",0,0,0,0,0,"0",0,53082,7,8,1
"395","Comics","Webcomics","CA","Los Angeles",800,"successful",0,0,0,0,0,"0",1477,53082,14,15,1
"396","Comics","Webcomics","CA","Costa Mesa",30000,"failed",0,0,0,0,0,"0",0,53082,30,30,0
"397","Comics","Webcomics","CA","Laguna Niguel",5000,"successful",0,0,0,0,0,"0",19400,53082,21,40,19
"398","Design","Product Design","CA","San Francisco",1000,"successful",0,0,0,0,0,"0",0,53082,30,409,379
"399","Design","Product Design","CA","San Ramon",10000,"successful",0,0,0,0,0,"0",0,53082,30,62,32
"400","Comics","Webcomics","CA","Los Angeles",4000,"successful",0,0,0,0,0,"87400",0,53082,23,99,76
"403","Comics","Webcomics","CA","San Diego",3500,"successful",0,0,0,0,0,"2011",2362,53082,30,172,142
"404","Comics","Webcomics","CA","San Diego",1111,"successful",0,0,0,0,0,"1381",600,53082,31,118,87
"405","Comics","Webcomics","CA","San Diego",200,"successful",3822,3979,0,0,0,"0",0,53082,29,38,9
"406","Comics","Webcomics","CA","Whittier",3800,"failed",0,0,0,0,0,"0",0,53082,61,66,5
"407","Comics","Webcomics","CA","Rocklin",7500,"successful",NA,NA,0,0,0,"0",0,53082,30,160,130
"408","Comics","Webcomics","CA","Los Angeles",16000,"successful",0,0,0,0,0,"0",0,53082,30,36,6
"409","Design","Product Design","CA","San Francisco",2500,"successful",0,0,0,0,0,"0",0,53082,31,456,425
"412","Journalism","Photo","CA","Pacific Grove",8480,"successful",0,0,0,0,0,"0",0,53082,37,528,491
"413","Comics","Webcomics","CA","Los Angeles",300,"successful",516,522,0,0,0,"991",3016,53082,15,23,8
"414","Design","Product Design","CA","San Jose",5000,"successful",0,0,0,0,0,"0",0,53082,30,47,17
"415","Film & Video","Comedy","CA","Los Angeles",7500,"successful",0,0,0,0,0,"0",0,53082,29,33,4
"417","Comics","Webcomics","CA","San Francisco",650,"successful",0,0,0,0,0,"0",0,53082,30,121,91
"418","Comics","Webcomics","CA","Fresno",110,"successful",0,0,0,0,0,"0",0,53082,7,19,12
"419","Comics","Webcomics","CA","Los Angeles",5000,"failed",0,0,0,0,0,"0",0,53082,60,60,0
"420","Design","Product Design","CA","Los Angeles",8000,"successful",1152,1267,0,0,0,"0",65,53082,36,48,12
"421","Comics","Webcomics","CA","Los Angeles",12000,"successful",0,0,0,0,0,"0",0,53082,30,37,7
"424","Comics","Webcomics","CA","Livermore",12500,"successful",0,0,0,0,0,"0",1407,53082,30,84,54
"425","Journalism","Photo","CA","San Francisco",1000,"failed",0,0,0,0,0,"0",0,53082,25,27,2
"426","Music","R&B","CA","Los Angeles",1000,"successful",NA,NA,0,0,0,"0",0,53082,15,18,3
"427","Technology","Sound","CA","Los Angeles",5000,"successful",0,0,0,0,0,"0",0,53082,30,106,76
"428","Music","R&B","CA","San Francisco",2013,"successful",0,0,0,0,0,"0",0,53082,30,112,82
"429","Comics","Webcomics","CA","Oakland",1200,"successful",0,0,0,0,0,"4211",1049,53082,30,79,49
"430","Comics","Webcomics","CA","Los Angeles",25000,"successful",0,6200,0,0,0,"39400",9758,53082,31,94,63
"431","Technology","Sound","CA","Palo Alto",20000,"successful",0,0,0,0,0,"0",0,53082,24,27,3
"433","Comics","Webcomics","CA","Venice",11511,"successful",NA,NA,0,0,0,"0",0,53082,30,81,51
"434","Design","Product Design","CA","Oakland",500,"successful",32,82,0,0,0,"0",0,53082,30,31,1
"435","Comics","Webcomics","CA","Grass Valley",3600,"failed",0,0,0,0,0,"0",0,53082,30,46,16
"436","Comics","Webcomics","CA","Vacaville",8000,"failed",349,346,0,0,0,"728",289,53082,21,25,4
"437","Comics","Webcomics","CA","Fresno",500,"failed",0,0,0,0,0,"0",0,53082,30,79,49
"438","Theater","Spaces","CA","Berkeley",40000,"successful",0,0,0,0,0,"0",569,53082,30,57,27
"439","Design","Product Design","CA","San Luis Obispo",1000,"successful",0,0,0,0,0,"5552",0,53082,21,36,15
"440","Comics","Webcomics","CA","Los Angeles",25000,"successful",0,6203,0,0,0,"39400",9758,53082,31,168,137
"441","Design","Product Design","CA","Beverly Hills",50000,"successful",44000,51000,0,0,0,"0",0,53082,31,49,18
"442","Film & Video","Comedy","CA","Silver Lake",50000,"successful",0,0,0,0,0,"0",0,53082,30,37,7
"443","Comics","Webcomics","CA","Fresno",220,"successful",0,0,0,0,0,"0",0,53082,15,16,1
"444","Comics","Webcomics","CA","Fresno",1500,"failed",0,0,0,0,0,"0",0,53082,30,31,1
"445","Comics","Webcomics","CA","San Rafael",3599,"failed",0,0,0,0,0,"0",0,53082,30,284,254
"446","Design","Graphic Design","CA","Los Angeles",250,"successful",0,2544,0,0,0,"0",0,53082,17,51,34
"447","Comics","Webcomics","CA","Los Angeles",500,"successful",11000,11000,0,0,0,"1198",6,53082,30,220,190
"448","Comics","Webcomics","CA","Los Angeles",12000,"successful",0,0,0,0,0,"0",0,53082,31,380,349
"449","Comics","Webcomics","CA","Los Angeles",5000,"successful",0,0,8,5860,52797,"25400",22700,53082,30,88,58
"450","Design","Product Design","CA","Long Beach",5000,"successful",0,0,0,0,0,"2084",0,53082,31,274,243
"451","Design","Product Design","CA","San Francisco",5000,"successful",0,0,0,0,0,"0",0,53082,51,173,122
"453","Comics","Webcomics","CA","San Jose",2000,"successful",0,0,0,0,0,"0",0,53082,30,41,11
"455","Comics","Webcomics","CA","San Francisco",1000,"failed",0,0,0,0,0,"0",0,53082,15,16,1
"456","Comics","Webcomics","CA","Los Angeles",3000,"successful",74000,74000,0,0,0,"19700",35300,53082,36,52,16
"457","Music","R&B","CA","Los Angeles",10000,"failed",0,0,0,0,0,"0",0,53082,30,31,1
"458","Comics","Webcomics","CA","Los Angeles",24500,"successful",516,522,0,0,0,"991",3017,53082,30,230,200
"459","Comics","Webcomics","CA","Los Angeles",5000,"successful",45228,45852,8,5860,52797,"25400",22700,53082,30,63,33
"460","Design","Toys","CA","Modesto",550,"successful",0,0,0,0,0,"0",0,53082,30,83,53
"461","Comics","Webcomics","CA","Goleta",6600,"failed",0,0,0,0,0,"0",233,53082,31,48,17
"463","Food","Cookbooks","CA","Los Angeles",3000,"successful",0,0,0,0,0,"0",0,53082,28,56,28
"465","Comics","Webcomics","CA","Los Angeles",20000,"successful",0,0,0,0,0,"39400",9758,53082,31,80,49
"466","Journalism","Photo","CA","Los Angeles",5000,"failed",0,0,0,0,0,"0",0,53082,45,45,0
"467","Music","R&B","CA","Stanford",3000,"successful",0,0,206,626,180806,"0",0,53082,15,60,45
"468","Design","Toys","CA","Glendale",3500,"successful",0,0,0,0,0,"16500",1895,53082,29,50,21
"469","Design","Product Design","CA","Walnut Creek",10000,"successful",0,0,85,517,73682,"0",0,53082,60,82,22
"470","Design","Product Design","CA","San Francisco",50000,"successful",0,0,52,2540,1509733,"0",3662,53082,31,50,19
"472","Comics","Webcomics","CA","Los Angeles",2000,"successful",2900,3000,0,0,0,"10400",115,53082,34,36,2
"474","Comics","Webcomics","CA","San Francisco",15000,"successful",0,0,0,0,0,"0",3702,53082,30,78,48
"475","Design","Product Design","CA","Los Angeles",10000,"successful",0,0,0,0,0,"0",0,53082,36,84,48
"476","Technology","Sound","CA","Los Angeles",50000,"successful",146,207,0,0,0,"0",0,53082,30,91,61
"477","Design","Toys","CA","Montebello",6000,"successful",0,0,0,0,0,"12300",35500,53082,25,144,119
"478","Design","Product Design","CA","San Ramon",3000,"successful",0,0,0,0,0,"0",0,53082,20,23,3
"479","Film & Video","Comedy","CA","Los Angeles",10000,"successful",0,0,0,0,0,"0",0,53082,30,51,21
"480","Comics","Webcomics","CA","Vallejo",350000,"failed",NA,NA,0,0,0,"0",0,53082,39,59,20
"481","Design","Product Design","CA","San Francisco",1000,"successful",0,0,0,0,0,"0",0,53082,30,34,4
"482","Comics","Webcomics","CA","Los Angeles",8888,"successful",0,0,0,0,0,"2052",0,53082,30,1144,1114
"483","Food","Cookbooks","CA","Santa Barbara",4250,"successful",0,0,0,0,0,"3",0,53082,30,53,23
"485","Comics","Webcomics","CA","Fresno",150,"successful",0,0,0,0,0,"0",0,53082,6,15,9
"486","Design","Product Design","CA","Los Angeles",40000,"successful",0,0,0,0,0,"2560",0,53082,30,39,9
"488","Technology","Sound","CA","Los Angeles",75000,"successful",15000,16000,0,0,0,"0",0,53082,30,118,88
"489","Comics","Webcomics","CA","Berkeley",10000,"successful",0,0,0,0,0,"0",5489,53082,44,67,23
"490","Comics","Webcomics","CA","Westlake Village",57500,"failed",0,0,0,0,0,"0",2,53082,30,45,15
"491","Comics","Webcomics","CA","Fresno",120,"failed",0,0,0,0,0,"0",0,53082,3,6,3
"492","Theater","Spaces","CA","Truckee",5000000,"failed",0,0,0,0,0,"0",0,53082,30,35,5
"493","Comics","Webcomics","CA","Los Angeles",3500,"successful",82,81,0,0,0,"468",48,53082,27,60,33
"495","Food","Cookbooks","CA","Glendale",2000,"successful",883,911,0,0,0,"5421",224,53082,30,49,19
"496","Comics","Webcomics","CA","Los Angeles",1000,"successful",0,0,0,0,0,"0",282,53082,30,36,6
"497","Comics","Webcomics","CA","Pasadena",2500,"successful",540,539,0,0,0,"267",40400,53082,30,67,37
"499","Comics","Webcomics","CA","Berkeley",6000,"successful",0,0,0,0,0,"0",0,53082,35,47,12
"501","Comics","Webcomics","CA","Pasadena",2200,"successful",540,539,0,0,0,"0",0,53082,30,53,23
"502","Music","R&B","CA","Los Angeles",5000,"successful",0,3166,0,0,0,"6418",2335,53082,33,106,73
"503","Comics","Webcomics","CA","San Diego",10000,"successful",0,0,0,0,0,"0",0,53082,30,743,713
"505","Design","Product Design","CA","San Francisco",2800,"successful",1035,1038,0,0,0,"1136",0,53082,30,207,177
"506","Comics","Webcomics","CA","Fresno",500,"failed",0,0,0,0,0,"0",0,53082,13,20,7
"507","Comics","Webcomics","CA","Los Angeles",17500,"successful",0,0,0,0,0,"0",12700,53082,30,38,8
"508","Music","R&B","CA","Los Angeles",5000,"successful",0,6712,0,0,0,"0",3893,53082,16,25,9
"509","Music","R&B","CA","Los Angeles",4000,"successful",0,0,0,0,0,"0",520,53082,35,93,58
"510","Design","Product Design","CA","San Francisco",500,"successful",0,0,0,0,0,"0",0,53082,24,43,19
"511","Design","Product Design","CA","San Francisco",7000,"successful",0,0,0,0,0,"0",85,53082,30,62,32
"512","Technology","Sound","CA","Los Angeles",5000,"successful",0,0,0,0,0,"0",0,53082,30,44,14
"513","Design","Product Design","CA","San Francisco",10000,"successful",110000,111000,0,0,0,"0",0,53082,17,32,15
"514","Comics","Webcomics","CA","Fresno",140,"failed",0,0,0,0,0,"0",0,53082,7,7,0
"515","Design","Product Design","CA","Los Angeles",2780,"successful",0,0,0,0,0,"0",0,53082,47,65,18
"516","Film & Video","Comedy","CA","Los Angeles",20000,"successful",0,0,0,0,0,"0",0,53082,30,86,56
"517","Design","Design","CA","Los Angeles",5000,"successful",174,181,0,0,0,"0",0,53082,56,66,10
"518","Food","Cookbooks","CA","San Francisco",3300,"successful",0,0,0,0,0,"0",0,53082,60,77,17
"520","Design","Product Design","CA","California City",920,"successful",0,0,0,0,0,"0",0,53082,30,40,10
"521","Comics","Webcomics","CA","Los Angeles",10000,"successful",0,0,0,0,0,"42700",0,53082,30,34,4
"523","Comics","Webcomics","CA","Los Angeles",3500,"successful",0,0,0,0,0,"0",0,53082,30,106,76
"524","Comics","Webcomics","CA","Los Angeles",5000,"successful",4839,2416,0,0,0,"0",0,53082,30,98,68
"525","Comics","Webcomics","CA","Pasadena",2000,"failed",0,0,49,160,36689,"0",0,53082,34,35,1
"526","Design","Product Design","CA","Artesia",10000,"successful",0,0,0,0,0,"0",0,53082,30,44,14
"527","Comics","Webcomics","CA","Los Angeles",1000,"failed",0,0,0,0,0,"0",0,53082,60,73,13
"529","Food","Cookbooks","CA","San Luis Obispo",7500,"successful",0,0,0,0,0,"0",0,53082,28,66,38
"530","Film & Video","Comedy","CA","Los Angeles",5000,"successful",0,0,0,0,0,"0",0,53082,15,59,44
"531","Comics","Webcomics","CA","Los Angeles",3000,"successful",2996,3084,0,0,0,"0",0,53082,30,49,19
"532","Comics","Webcomics","CA","Corona",6500,"failed",NA,NA,0,0,0,"0",0,53082,33,72,39
"533","Journalism","Photo","CA","Palmdale",900,"failed",0,0,0,0,0,"0",0,53082,29,77,48
"534","Design","Product Design","CA","Mountain View",10000,"successful",215,218,0,0,0,"0",0,53082,31,56,25
"536","Comics","Webcomics","CA","Palmdale",1000,"failed",0,0,0,0,0,"0",0,53082,30,252,222
"537","Journalism","Photo","CA","Los Angeles",1000,"successful",0,0,0,0,0,"0",0,53082,5,19,14
"538","Design","Product Design","CA","Los Angeles",10000,"successful",63000,65000,0,0,0,"14000",292,53082,60,291,231
"539","Comics","Webcomics","CA","Los Angeles",8426,"failed",0,0,0,0,0,"0",16600,53082,30,331,301
"540","Comics","Webcomics","CA","Ojai",3700,"successful",0,0,0,0,0,"0",0,53082,60,80,20
"541","Food","Cookbooks","CA","San Francisco",40000,"successful",0,0,0,0,0,"13900",1754,53082,30,65,35
"542","Comics","Webcomics","CA","Los Angeles",3500,"failed",0,0,0,0,0,"0",0,53082,30,240,210
"543","Design","Product Design","CA","Los Angeles",10000,"successful",0,0,0,0,0,"13700",0,53082,24,46,22
"544","Technology","Sound","CA","Los Angeles",10000,"successful",0,0,0,0,0,"0",0,53082,38,66,28
"545","Design","Product Design","CA","San Francisco",5000,"successful",0,0,0,0,0,"0",0,53082,40,219,179
"546","Design","Product Design","CA","San Francisco",2000,"successful",3,7,0,0,0,"0",0,53082,40,97,57
"547","Comics","Webcomics","CA","San Bernardino",50,"successful",167,168,0,0,0,"0",0,53082,30,31,1
"549","Design","Product Design","CA","Los Angeles",10000,"successful",0,0,0,0,0,"0",0,53082,30,64,34
"550","Design","Toys","CA","Los Angeles",2500,"successful",0,15000,0,0,0,"0",0,53082,32,77,45
"551","Journalism","Photo","CA","San Francisco",2000,"failed",0,0,0,0,0,"0",0,53082,20,57,37
"552","Design","Toys","CA","San Jose",2500,"successful",739,808,0,0,0,"6181",475,53082,21,34,13
"553","Music","R&B","CA","Los Angeles",30000,"failed",0,0,0,0,0,"0",0,53082,30,44,14
"556","Design","Product Design","CA","San Francisco",10000,"successful",110000,111000,0,0,0,"0",0,53082,23,851,828
"557","Design","Product Design","CA","Folsom",16000,"successful",0,0,0,0,0,"0",0,53082,28,49,21
"558","Design","Product Design","CA","San Francisco",15000,"successful",0,0,0,0,0,"3062",0,53082,30,113,83
"559","Comics","Webcomics","CA","Studio City",9500,"successful",5897,5881,0,0,0,"561",216,53082,26,47,21
"560","Design","Toys","CA","Los Angeles",4800,"successful",0,0,0,0,0,"0",0,53082,25,58,33
"563","Comics","Webcomics","CO","Denver",11000,"failed",0,0,0,0,0,"0",0,53374,30,244,214
"565","Music","R&B","CO","Greeley",5000,"successful",0,0,44,730,137162,"0",0,53374,30,56,26
"566","Design","Product Design","CO","Denver",5000,"successful",0,0,0,0,0,"0",0,53374,30,42,12
"567","Theater","Spaces","CO","80504",6631,"successful",607,698,0,0,0,"10700",0,53374,21,258,237
"568","Comics","Webcomics","CO","Westcliffe",2000,"successful",0,0,0,0,0,"1198",348,53374,30,71,41
"569","Design","Product Design","CO","Denver",50000,"successful",14000,16000,0,0,0,"0",0,53374,32,60,28
"570","Comics","Webcomics","CO","Denver",4000,"successful",0,0,0,0,0,"0",0,53374,30,39,9
"571","Technology","Sound","CO","Colorado Springs",5000,"successful",0,0,0,0,0,"0",0,53374,45,118,73
"572","Comics","Webcomics","CO","Denver",1000,"failed",0,0,0,0,0,"0",0,53374,30,39,9
"573","Design","Product Design","CO","Telluride",10000,"successful",9560,10000,0,0,0,"76000",2766,53374,32,46,14
"575","Theater","Spaces","CO","Denver",1000000,"failed",364,371,0,0,0,"0",0,53374,30,68,38
"576","Comics","Webcomics","CO","Boulder",3500,"failed",0,0,0,0,0,"0",0,53374,31,41,10
"577","Design","Product Design","CO","Castle Rock",1000,"successful",0,0,0,0,0,"0",0,53374,47,81,34
"578","Comics","Webcomics","CO","Denver",10000,"failed",NA,NA,0,0,0,"0",0,53374,20,102,82
"580","Theater","Spaces","CO","Denver",75000,"failed",0,0,0,0,0,"0",0,53374,31,43,12
"582","Design","Product Design","CO","Colorado Springs",6500,"successful",766,882,0,0,0,"14900",0,53374,30,63,33
"584","Food","Cookbooks","CO","Denver",9999,"successful",0,0,0,0,0,"0",0,53374,60,62,2
