"","main_category","subcategory","loc_state","loc_name","goal","state","face.like","face_followers","youtube_videos","youtube_subscriptors","youtube_views","instagram_followers","twitter_followers","PCE","dif_launch_end","dif_create_end","dif_create_launch"
"663","Journalism","Photo","DC","Washington",3000,"failed",0,0,0,0,0,"0",0,78809,30,32,2
"664","Comics","Webcomics","DC","Washington",4000,"failed",0,0,0,0,0,"0",0,78809,45,397,352
"665","Design","Product Design","DE","Wilmington",11000,"successful",734,772,0,0,0,"30000",0,51113,60,187,127
"667","Design","Product Design","DE","Dover",13950,"successful",0,0,0,0,0,"0",0,51113,30,43,13
"669","Technology","Sound","DE","Dover",10000,"successful",775,823,0,0,0,"0",0,51113,30,291,261
"670","Technology","Sound","DE","Middletown",5000,"successful",0,0,0,0,0,"0",0,51113,45,77,32
"671","Design","Product Design","DE","New Castle",500,"successful",0,0,0,0,0,"0",0,51113,30,63,33
"672","Comics","Webcomics","DE","Claymont",1700,"successful",0,0,0,0,0,"0",0,51113,50,74,24
"674","Design","Product Design","DE","Lewes",1500,"successful",0,0,0,0,0,"0",0,51113,30,56,26
"677","Design","Product Design","DE","Newark",4500,"successful",0,0,0,0,0,"0",0,51113,26,69,43
"679","Design","Product Design","DE","Wyoming",1000,"successful",0,0,0,0,0,"0",0,51113,30,34,4
"680","Design","Product Design","DE","Dover",20000,"successful",0,0,0,0,0,"0",0,51113,35,58,23
"681","Technology","Sound","DE","Delaware City",50000,"successful",0,0,0,0,0,"0",0,51113,30,49,19
"682","Design","Product Design","DE","Middletown",10000,"successful",0,0,0,0,0,"0",0,51113,30,87,57
"685","Music","R&B","DE","Milford",10000,"failed",0,1400,0,0,0,"9914",1691,51113,29,46,17
"686","Design","Product Design","DE","Dover",10000,"successful",0,0,0,0,0,"0",0,51113,31,78,47
"687","Design","Product Design","DE","Delaware City",5000,"successful",0,0,0,0,0,"0",0,51113,41,50,9
"689","Design","Product Design","DE","Delaware City",5000,"successful",0,0,0,0,0,"0",0,51113,30,90,60
"691","Comics","Webcomics","FL","Naples",1000,"successful",0,0,0,0,0,"0",0,50689,30,63,33
"692","Comics","Webcomics","FL","Ormond Beach",3500,"successful",0,0,0,0,0,"0",0,50689,29,193,164
"693","Comics","Webcomics","FL","St. Petersburg",25000,"successful",0,0,0,0,0,"0",0,50689,30,77,47
"694","Music","R&B","FL","Miami",2500,"successful",0,0,0,0,0,"0",0,50689,35,143,108
"696","Comics","Webcomics","FL","Miami",18600,"failed",0,0,0,0,0,"0",0,50689,60,1144,1084
"697","Food","Cookbooks","FL","Orlando",1000,"successful",0,0,0,0,0,"0",0,50689,29,33,4
"698","Comics","Webcomics","FL","Tampa",100,"failed",0,0,0,0,0,"0",82,50689,24,24,0
"701","Comics","Webcomics","FL","Miami",5100,"successful",152,159,33,7,257,"0",0,50689,60,63,3
"702","Journalism","Photo","FL","Orlando",650,"failed",0,0,0,0,0,"0",0,50689,19,22,3
"703","Journalism","Photo","FL","Tallahassee",250,"failed",0,0,0,0,0,"0",0,50689,30,30,0
"704","Film & Video","Comedy","FL","Davenport",500,"successful",0,0,0,0,0,"0",0,50689,60,137,77
"705","Comics","Webcomics","FL","Oldsmar",500,"failed",0,0,0,0,0,"0",0,50689,30,49,19
"706","Comics","Webcomics","FL","Dunnellon",50000,"failed",0,0,0,0,0,"0",0,50689,45,58,13
"707","Design","Design","FL","Orlando",1000,"successful",0,0,0,0,0,"140",0,50689,6,12,6
"708","Music","R&B","FL","Miami",2500,"successful",0,0,7,647,24787,"10200",0,50689,30,44,14
"709","Theater","Spaces","FL","Sarasota",5000,"successful",0,3727,0,0,0,"0",0,50689,29,35,6
"711","Comics","Webcomics","FL","Orlando",3200,"failed",0,0,2,8,71,"0",0,50689,30,30,0
"712","Comics","Webcomics","FL","New Smyrna Beach",500,"successful",104,103,53,56,2519,"414",0,50689,30,102,72
"713","Comics","Webcomics","FL","Orlando",2500,"failed",0,0,0,0,0,"915",0,50689,15,16,1
"714","Journalism","Photo","FL","Tampa",1000,"failed",0,0,0,0,0,"0",0,50689,30,31,1
"715","Publishing","Literary Spaces","FL","Gainesville",10500,"successful",9096,9432,0,0,0,"2894",622,50689,30,153,123
"717","Theater","Spaces","FL","Miami",25000,"successful",0,0,0,0,0,"0",0,50689,30,116,86
"718","Design","Product Design","FL","Ocala",9000,"successful",0,0,0,0,0,"0",0,50689,35,184,149
"719","Comics","Webcomics","FL","Clermont",2500,"failed",0,0,0,0,0,"0",0,50689,35,74,39
"720","Design","Product Design","FL","South Florida",9455,"successful",107,110,0,0,0,"0",0,50689,35,760,725
"722","Design","Product Design","FL","Miami",15000,"successful",0,0,0,0,0,"0",0,50689,38,88,50
"723","Comics","Webcomics","FL","Gainesville",750,"failed",333,330,0,0,0,"0",0,50689,30,399,369
"725","Comics","Webcomics","FL","Orlando",2500,"failed",0,0,0,0,0,"0",0,50689,40,40,0
"726","Comics","Webcomics","FL","Miami",5000,"successful",0,0,0,0,0,"0",0,50689,30,58,28
"728","Comics","Webcomics","FL","Jacksonville Beach",275,"successful",0,0,0,0,0,"0",346,50689,14,364,350
"729","Publishing","Literary Spaces","FL","Greenacres",7000,"failed",0,0,0,0,0,"0",0,50689,60,63,3
"732","Comics","Webcomics","FL","Ormond Beach",5000,"successful",0,0,71,1640,57873,"1070",805,50689,31,46,15
"733","Journalism","Photo","FL","Orlando",2500,"failed",0,0,0,0,0,"0",0,50689,30,31,1
"734","Theater","Spaces","FL","Fernandina Beach",4059,"failed",0,0,0,0,0,"0",0,50689,29,30,1
"735","Theater","Spaces","FL","Jacksonville",10000,"successful",0,0,0,0,0,"0",0,50689,21,62,41
"737","Comics","Webcomics","FL","Pensacola",3000,"failed",0,0,0,0,0,"0",0,50689,31,62,31
"738","Comics","Webcomics","FL","South Florida",50000,"failed",0,0,102,185,13835,"0",0,50689,30,30,0
"739","Design","Product Design","FL","Miami",20000,"successful",0,0,0,0,0,"0",0,50689,45,73,28
"740","Comics","Webcomics","FL","Key Largo",10000,"failed",0,0,0,0,0,"0",180,50689,30,84,54
"741","Design","Product Design","FL","Tampa",31250,"successful",0,0,0,0,0,"1102",0,50689,30,97,67
"743","Comics","Webcomics","FL","Pensacola",4000,"failed",0,0,0,0,0,"0",0,50689,30,34,4
"745","Theater","Spaces","FL","Kendall",3000,"failed",658,660,0,0,0,"0",0,50689,35,43,8
"746","Comics","Webcomics","FL","Fort Lauderdale",2500,"failed",0,0,544,2760,54364,"5337",0,50689,60,66,6
"748","Comics","Webcomics","FL","South Florida",25000,"successful",440000,464000,0,0,0,"684000",226000,50689,29,90,61
"749","Theater","Spaces","FL","Hollywood",92000,"failed",0,0,0,0,0,"0",0,50689,52,54,2
"750","Comics","Webcomics","FL","Largo",5000,"failed",0,0,0,0,0,"0",0,50689,30,35,5
"751","Technology","Sound","FL","Orlando",3000,"successful",0,0,3,34,1542,"0",0,50689,31,38,7
"752","Theater","Spaces","FL","Orlando",75000,"failed",0,0,0,0,0,"0",0,50689,53,193,140
"753","Music","R&B","FL","Lakeland",6000,"successful",0,0,0,0,0,"75",0,50689,27,67,40
"754","Design","Product Design","FL","Orlando",5000,"successful",0,0,0,0,0,"0",5245,50689,9,16,7
"755","Comics","Webcomics","FL","Orlando",12000,"failed",0,0,0,0,0,"52300",6283,50689,30,38,8
"756","Design","Product Design","FL","Tampa",5000,"successful",0,0,0,0,0,"0",0,50689,30,51,21
"757","Food","Cookbooks","FL","Orlando",1000,"successful",0,0,0,0,0,"0",0,50689,30,31,1
"758","Publishing","Literary Spaces","FL","Pensacola",5000,"failed",0,0,0,0,0,"0",0,50689,34,39,5
"759","Food","Cookbooks","FL","Fort Walton Beach",4500,"successful",0,0,0,0,0,"0",0,50689,60,114,54
"760","Comics","Webcomics","FL","Jacksonville",7000,"failed",0,0,0,0,0,"0",0,50689,30,53,23
"761","Music","R&B","FL","Sarasota",10000,"successful",NA,NA,0,0,0,"0",0,50689,60,62,2
"763","Comics","Webcomics","FL","Orlando",600,"successful",963,974,0,0,0,"0",797,50689,30,66,36
"766","Comics","Webcomics","FL","St. Petersburg",50000,"successful",0,0,0,0,0,"0",0,50689,35,47,12
"767","Design","Product Design","FL","Miami Beach",5000,"successful",0,0,0,0,0,"0",0,50689,30,47,17
"770","Journalism","Photo","FL","Palm City",25000,"failed",0,0,0,0,0,"0",0,50689,29,255,226
"771","Comics","Webcomics","FL","Tampa",25000,"failed",0,0,0,0,0,"0",0,50689,60,82,22
"772","Film & Video","Comedy","FL","Tampa",3250,"successful",0,0,0,0,0,"0",0,50689,33,212,179
"773","Design","Product Design","FL","Orlando",1285,"successful",0,0,0,0,0,"0",0,50689,16,18,2
"774","Comics","Webcomics","FL","Sarasota",25000,"failed",116,111,0,0,0,"0",0,50689,32,38,6
"775","Comics","Webcomics","FL","Tampa",4500,"failed",0,0,0,0,0,"0",0,50689,30,231,201
"777","Journalism","Photo","FL","Orlando",100,"successful",0,0,0,0,0,"0",0,50689,20,20,0
"778","Comics","Webcomics","FL","Tampa",650,"successful",0,0,0,0,0,"0",0,50689,60,61,1
"779","Design","Product Design","FL","Miami",1000,"successful",0,0,0,0,0,"0",0,50689,30,42,12
"780","Comics","Webcomics","FL","Miramar",6000,"failed",0,0,0,0,0,"0",0,50689,20,27,7
"781","Comics","Webcomics","FL","Orlando",7237,"failed",827,811,0,0,0,"0",0,50689,60,175,115
"782","Comics","Webcomics","FL","Miami",1600,"failed",0,0,0,241,0,"0",0,50689,25,42,17
"784","Journalism","Photo","FL","Orlando",4000,"failed",0,0,0,0,0,"0",0,50689,30,167,137
"785","Comics","Webcomics","FL","Jacksonville",16000,"successful",0,0,0,0,0,"0",3555,50689,30,73,43
"786","Journalism","Photo","FL","Jacksonville",10000,"failed",0,0,0,0,0,"0",0,50689,30,30,0
"788","Design","Product Design","FL","Tampa",500,"successful",0,0,0,0,0,"0",0,50689,60,62,2
"789","Design","Product Design","FL","South Florida",1200,"successful",0,0,0,0,0,"0",2250,50689,30,38,8
"791","Comics","Webcomics","FL","Fort Lauderdale",60000,"failed",0,0,0,0,0,"0",0,50689,30,32,2
"792","Comics","Webcomics","FL","Naples",50000,"failed",0,0,0,0,0,"0",0,50689,30,116,86
"793","Publishing","Literary Spaces","FL","Jacksonville",600,"failed",0,0,0,0,0,"0",0,50689,45,46,1
"794","Design","Product Design","FL","Tampa",2000,"successful",0,0,0,0,0,"0",0,50689,30,32,2
"795","Design","Product Design","FL","South Florida",350,"successful",0,0,0,0,0,"10700",0,50689,30,49,19
"796","Music","R&B","FL","Tampa",5000,"successful",NA,NA,0,0,0,"0",0,50689,60,69,9
"797","Publishing","Literary Spaces","FL","Tampa",3000,"failed",51,62,0,0,0,"0",0,50689,30,40,10
"798","Comics","Webcomics","FL","Port St. Lucie",15000,"successful",0,0,0,0,0,"0",2973,50689,30,629,599
"799","Comics","Webcomics","FL","Orlando",220,"successful",0,0,0,0,0,"0",0,50689,30,31,1
"800","Comics","Webcomics","FL","Orlando",15000,"successful",0,45000,0,0,0,"0",0,50689,30,94,64
"801","Comics","Webcomics","FL","Ormond Beach",900,"successful",0,0,0,0,0,"0",0,50689,21,24,3
"802","Journalism","Photo","FL","West Palm Beach",1000,"failed",0,0,0,0,0,"0",10,50689,30,37,7
"803","Publishing","Literary Spaces","FL","South Florida",25000,"failed",0,0,0,0,0,"0",0,50689,32,32,0
"807","Technology","Sound","FL","Panama City",10000,"successful",619,691,0,0,0,"5794",0,50689,30,86,56
"810","Design","Product Design","FL","Florida Center",15000,"successful",498,599,0,0,0,"0",0,50689,40,501,461
"811","Comics","Webcomics","FL","South Florida",3000,"successful",0,0,0,0,0,"0",0,50689,30,91,61
"812","Comics","Webcomics","FL","Jacksonville",200,"successful",0,0,0,0,0,"0",346,50689,14,152,138
"814","Comics","Webcomics","GA","Atlanta",12000,"failed",0,0,0,0,0,"0",0,43482,30,74,44
"815","Technology","Sound","GA","Atlanta",2000,"successful",0,0,0,0,0,"0",0,43482,12,29,17
"816","Comics","Webcomics","GA","Savannah",1200,"successful",0,489,0,0,0,"563",1186,43482,30,49,19
"817","Music","R&B","GA","Atlanta",6000,"successful",0,0,0,0,0,"0",0,43482,36,67,31
"818","Music","R&B","GA","Brunswick",10000,"successful",0,0,0,0,0,"248",0,43482,29,33,4
"820","Comics","Webcomics","GA","Atlanta",9999,"failed",0,0,0,0,0,"421",0,43482,55,230,175
"821","Food","Cookbooks","GA","Roswell",8000,"successful",0,0,0,0,0,"2053",1303,43482,60,95,35
"822","Publishing","Literary Spaces","GA","Cumming",40000,"failed",0,0,0,0,0,"0",0,43482,30,34,4
"823","Food","Cookbooks","GA","Roswell",2000,"successful",NA,NA,0,0,0,"0",0,43482,59,70,11
"824","Technology","Sound","GA","Tax",5000,"successful",0,0,0,0,0,"91",0,43482,40,70,30
"826","Comics","Webcomics","GA","Atlanta",20000,"failed",0,0,0,0,0,"0",663,43482,31,46,15
"827","Theater","Spaces","GA","Atlanta",116000,"successful",21000,21000,91,3060,635413,"0",7569,43482,60,68,8
"828","Comics","Webcomics","GA","Atlanta",3000,"failed",0,0,0,0,0,"0",0,43482,60,65,5
"829","Comics","Webcomics","GA","Atlanta",300,"failed",0,0,0,0,0,"0",0,43482,25,25,0
"830","Music","R&B","GA","Atlanta",1000,"successful",0,0,0,0,0,"0",0,43482,26,32,6
"832","Design","Product Design","GA","Covington",1200,"successful",0,0,0,0,0,"0",0,43482,10,11,1
"833","Comics","Webcomics","GA","Roswell",4000,"failed",0,0,0,0,0,"0",0,43482,30,31,1
"834","Design","Product Design","GA","Gainesville",1895,"successful",0,0,0,0,0,"0",0,43482,17,21,4
"836","Journalism","Photo","GA","Atlanta",1500,"failed",0,0,0,0,0,"0",0,43482,29,30,1
"837","Design","Product Design","GA","McDonough",3500,"successful",0,0,0,0,0,"0",0,43482,30,35,5
"838","Film & Video","Comedy","GA","Atlanta",10500,"successful",0,0,0,0,0,"0",0,43482,42,48,6
"840","Comics","Webcomics","GA","Macon",3000,"failed",0,0,0,0,0,"0",0,43482,30,30,0
"841","Comics","Webcomics","GA","Atlanta",16000,"failed",0,0,0,0,0,"0",0,43482,30,100,70
"842","Comics","Webcomics","GA","Columbus",2500,"failed",NA,NA,0,0,0,"0",0,43482,60,714,654
"843","Theater","Spaces","GA","Atlanta",48725,"failed",NA,NA,0,0,0,"0",0,43482,49,204,155
"845","Film & Video","Comedy","GA","Atlanta",3600,"successful",0,0,0,0,0,"0",0,43482,60,64,4
"848","Comics","Webcomics","GA","Atlanta",2500,"successful",0,0,0,0,0,"0",31,43482,24,51,27
"849","Comics","Webcomics","GA","Atlanta",23,"successful",0,0,202,454,25865,"0",0,43482,30,168,138
"850","Film & Video","Comedy","GA","Dahlonega",500,"successful",0,0,0,0,0,"0",0,43482,36,41,5
"851","Comics","Webcomics","GA","Atlanta",2000,"successful",0,0,0,0,0,"0",0,43482,31,55,24
"852","Film & Video","Comedy","GA","Atlanta",6000,"successful",0,0,0,0,0,"0",0,43482,32,36,4
"853","Music","R&B","GA","Atlanta",2000,"successful",0,0,0,0,0,"0",0,43482,30,30,0
"855","Comics","Webcomics","GA","Atlanta",600,"failed",0,0,0,0,0,"0",0,43482,30,40,10
"856","Comics","Webcomics","GA","Villa Rica",12000,"failed",0,0,0,0,0,"0",0,43482,30,30,0
"857","Theater","Spaces","GA","Acworth",25000,"successful",0,0,0,0,0,"0",0,43482,14,47,33
"858","Comics","Webcomics","GA","Atlanta",1500,"failed",0,0,0,0,0,"0",0,43482,23,30,7
"860","Comics","Webcomics","GA","Atlanta",300,"failed",0,0,0,0,0,"0",0,43482,30,48,18
"861","Comics","Webcomics","GA","Atlanta",110,"failed",0,0,0,0,0,"0",0,43482,20,48,28
"862","Comics","Webcomics","GA","Atlanta",500,"failed",0,0,0,0,0,"0",0,43482,35,38,3
"863","Comics","Webcomics","GA","Savannah",18000,"successful",0,0,0,0,0,"0",31,43482,30,1248,1218
"864","Theater","Spaces","GA","Atlanta",7214,"successful",0,0,0,0,0,"0",0,43482,30,223,193
"865","Comics","Webcomics","GA","Marietta",1200,"failed",0,0,0,0,0,"0",0,43482,60,62,2
"866","Food","Cookbooks","GA","Roswell",2000,"successful",0,0,0,0,0,"2053",0,43482,60,2062,2002
"867","Comics","Webcomics","GA","Atlanta",1800,"failed",0,0,0,0,0,"0",0,43482,45,58,13
"868","Comics","Webcomics","GA","Savannah",15000,"successful",0,0,0,0,0,"10000",15200,43482,25,258,233
"869","Comics","Webcomics","GA","Atlanta",8500,"failed",0,0,0,0,0,"0",663,43482,30,31,1
"870","Food","Cookbooks","GA","Roswell",2500,"successful",NA,NA,0,0,0,"0",0,43482,60,68,8
"871","Comics","Webcomics","GA","Atlanta",18000,"successful",0,0,0,0,0,"0",31,43482,24,100,76
"872","Publishing","Literary Spaces","GA","Atlanta",5500,"failed",0,0,0,0,0,"0",0,43482,31,46,15
"873","Comics","Webcomics","GA","Savannah",15000,"successful",0,0,0,0,0,"0",39600,43482,30,140,110
"874","Film & Video","Comedy","GA","Atlanta",10000,"successful",68000,77000,93,110000,10229371,"3780",11200,43482,30,116,86
"875","Comics","Webcomics","GA","Smyrna",200,"successful",362,352,0,0,0,"0",7,43482,30,48,18
"876","Comics","Webcomics","GA","Savannah",2700,"failed",0,0,0,0,0,"0",0,43482,30,110,80
"877","Comics","Webcomics","HI","Wahiawā Homesteads",3000,"failed",0,0,0,0,0,"0",0,49155,30,341,311
"879","Music","R&B","HI","Honolulu",25000,"successful",0,10000,0,0,0,"0",0,49155,60,81,21
"881","Design","Product Design","HI","Honolulu",369,"successful",0,0,0,0,0,"0",0,49155,18,47,29
"882","Design","Graphic Design","HI","Honolulu",2000,"successful",0,0,0,0,0,"1670",0,49155,14,22,8
"883","Music","R&B","HI","Honolulu",8000,"successful",0,0,0,0,0,"0",0,49155,60,62,2
"884","Comics","Webcomics","HI","Honolulu",9000,"failed",0,0,0,0,0,"0",0,49155,60,61,1
"885","Food","Cookbooks","HI","Honolulu",500,"successful",0,0,0,0,0,"0",0,49155,15,35,20
"886","Theater","Spaces","IA","Winterset",10000,"successful",0,0,0,0,0,"0",0,41758,30,69,39
"887","Comics","Webcomics","IA","Grand Mound",500,"successful",48,48,0,0,0,"0",0,41758,30,58,28
"889","Music","R&B","IA","Iowa City",500,"successful",0,0,0,0,0,"0",0,41758,29,33,4
"890","Comics","Webcomics","IA","Des Moines",3500,"failed",0,0,0,0,0,"0",0,41758,29,29,0
"891","Comics","Webcomics","IA","Altoona",4000,"failed",0,6377,0,0,0,"0",0,41758,30,30,0
"892","Comics","Webcomics","IA","Iowa City",5500,"failed",0,0,0,0,0,"0",0,41758,30,78,48
"893","Comics","Webcomics","IA","Des Moines",500,"successful",0,0,0,0,0,"0",0,41758,30,37,7
"894","Comics","Webcomics","IA","Des Moines",3000,"failed",0,6377,0,0,0,"0",0,41758,30,109,79
"896","Music","R&B","IA","Davenport",300,"successful",0,0,0,0,0,"0",788,41758,14,17,3
"897","Comics","Webcomics","IA","Des Moines",750,"successful",0,0,0,0,0,"0",0,41758,30,33,3
"898","Comics","Webcomics","IA","Altoona",3122,"successful",0,6377,0,0,0,"0",0,41758,28,29,1
"899","Comics","Webcomics","IA","Des Moines",3000,"failed",0,0,0,0,0,"0",0,41758,32,44,12
"900","Comics","Webcomics","IA","Glenwood",110,"failed",0,0,0,0,0,"0",0,41758,14,16,2
"901","Comics","Webcomics","ID","Rexburg",500,"successful",0,0,0,0,0,"0",0,39739,30,54,24
"902","Design","Product Design","ID","Boise",7500,"successful",0,0,0,0,0,"0",0,39739,30,52,22
"903","Comics","Webcomics","ID","Twin Falls",6500,"failed",0,0,0,0,0,"0",0,39739,57,61,4
"904","Journalism","Photo","ID","Boise",15000,"failed",0,0,0,0,0,"0",448,39739,30,53,23
"906","Design","Product Design","ID","Rigby",1000,"successful",0,0,0,0,0,"0",0,39739,20,62,42
"907","Film & Video","Comedy","ID","Sawtooth City",8500,"successful",0,0,0,0,0,"813",0,39739,32,203,171
"908","Design","Product Design","ID","Boise",1000,"successful",0,0,0,0,0,"0",0,39739,30,36,6
"909","Comics","Webcomics","ID","Pocatello",500,"successful",0,0,201,27300,1404752,"0",0,39739,7,278,271
"910","Film & Video","Comedy","ID","Ketchum",15000,"successful",0,0,0,0,0,"0",0,39739,25,29,4
"911","Film & Video","Comedy","IL","Chicago",50000,"successful",0,0,0,0,0,"0",0,49558,32,74,42
"912","Music","R&B","IL","Chicago",5500,"successful",0,0,0,0,0,"0",0,49558,45,48,3
"913","Food","Cookbooks","IL","Oak Park",4000,"successful",0,0,0,0,0,"0",38500,49558,29,39,10
"914","Comics","Webcomics","IL","Chicago",50000,"successful",0,0,0,0,0,"6495",19900,49558,30,33,3
"915","Food","Cookbooks","IL","Chicago",8000,"successful",0,0,0,0,0,"0",0,49558,30,56,26
"917","Comics","Webcomics","IL","Chicago",100000,"failed",0,0,0,0,0,"235",0,49558,45,46,1
"918","Theater","Spaces","IL","Palatine",5845,"failed",0,0,0,0,0,"0",25,49558,55,67,12
"919","Comics","Webcomics","IL","Chicago",2500,"successful",936,958,0,0,0,"1111",1789,49558,22,46,24
"921","Comics","Webcomics","IL","Springfield",500,"successful",0,0,0,0,0,"531",209,49558,18,178,160
"922","Comics","Webcomics","IL","Chicago",800,"successful",NA,NA,0,0,0,"0",0,49558,20,41,21
"923","Comics","Webcomics","IL","Chicago",250,"successful",318,328,0,0,0,"765",1081,49558,45,51,6
"924","Design","Product Design","IL","New Lenox",10000,"successful",0,0,0,0,0,"0",0,49558,36,63,27
"925","Design","Product Design","IL","Chicago",500,"successful",0,0,0,0,0,"0",0,49558,15,86,71
"926","Comics","Webcomics","IL","Chicago",450,"successful",2700,2800,0,0,0,"17100",28800,49558,30,45,15
"928","Theater","Spaces","IL","Chicago",40000,"failed",0,0,0,0,0,"0",0,49558,7,8,1
"929","Comics","Webcomics","IL","Chicago",30000,"successful",0,0,0,0,0,"0",853,49558,30,88,58
"930","Design","Product Design","IL","Chicago",500,"successful",0,0,0,0,0,"0",0,49558,30,40,10
"931","Design","Product Design","IL","Chicago",100,"successful",0,0,0,0,0,"0",0,49558,20,38,18
"932","Food","Cookbooks","IL","Chicago",10000,"successful",0,0,0,0,0,"3601",0,49558,21,62,41
"933","Design","Product Design","IL","Chicago",1000,"successful",0,0,0,0,0,"0",0,49558,15,53,38
"934","Comics","Webcomics","IL","Chicago",4000,"successful",935,957,0,0,0,"1111",1789,49558,30,131,101
"935","Music","R&B","IL","Chicago",8000,"successful",0,0,0,0,0,"0",0,49558,60,65,5
"936","Design","Product Design","IL","Chicago",1,"successful",0,0,0,0,0,"0",0,49558,15,43,28
"937","Theater","Spaces","IL","Danville",16500,"failed",0,0,0,0,0,"0",0,49558,45,112,67
"938","Film & Video","Comedy","IL","Chicago",2000,"successful",0,0,0,0,0,"0",0,49558,31,31,0
"939","Design","Product Design","IL","Chicago",1000,"successful",0,0,0,0,0,"0",0,49558,20,41,21
"940","Theater","Spaces","IL","Chicago",4500,"successful",0,3399,0,0,0,"0",0,49558,36,60,24
"941","Design","Product Design","IL","Chicago",555,"successful",0,0,0,0,0,"0",0,49558,15,77,62
"942","Comics","Webcomics","IL","Carbondale",100,"successful",5922,6343,0,0,0,"0",0,49558,30,32,2
"944","Technology","Sound","IL","Chicago",10000,"successful",12,19,0,0,0,"0",0,49558,30,182,152
"947","Design","Product Design","IL","Chicago",1,"successful",0,0,0,0,0,"0",0,49558,6,16,10
"948","Comics","Webcomics","IL","Chicago",8000,"failed",0,0,0,0,0,"0",0,49558,59,59,0
"949","Design","Product Design","IL","Chicago",1000,"successful",0,0,0,0,0,"0",0,49558,30,69,39
"950","Comics","Webcomics","IL","Chicago",15000,"successful",0,0,0,0,0,"0",853,49558,30,53,23
"951","Journalism","Photo","IL","Champaign",500,"failed",0,0,0,0,0,"0",0,49558,30,30,0
"952","Design","Product Design","IL","Chicago",100,"successful",0,0,0,0,0,"0",473,49558,31,81,50
"953","Comics","Webcomics","IL","Normal",1300,"failed",0,0,0,0,0,"0",0,49558,15,158,143
"954","Design","Product Design","IL","Chicago",1,"successful",0,0,0,0,0,"0",0,49558,10,123,113
"955","Comics","Webcomics","IL","Chicago",500,"failed",0,0,0,0,0,"0",0,49558,60,61,1
"959","Comics","Webcomics","IL","Chicago",4500,"successful",0,0,0,0,0,"0",0,49558,15,30,15
"960","Design","Product Design","IL","Chicago",1500,"successful",0,0,0,0,0,"0",0,49558,21,151,130
"961","Comics","Webcomics","IL","Chicago",1800,"successful",62,70,0,0,0,"619",36,49558,30,58,28
"962","Publishing","Literary Spaces","IL","Carol Stream",7500,"successful",0,0,0,0,0,"0",0,49558,30,92,62
"963","Publishing","Literary Spaces","IL","Chicago",10000,"successful",3685,3845,0,0,0,"0",2905,49558,30,37,7
"964","Film & Video","Comedy","IL","Chicago",2500,"successful",0,0,0,0,0,"0",0,49558,30,36,6
"965","Comics","Webcomics","IL","Chicago",1200,"successful",936,958,0,0,0,"1111",1789,49558,15,89,74
"966","Comics","Webcomics","IL","Matteson",850,"successful",0,0,0,0,0,"619",0,49558,30,95,65
"967","Design","Product Design","IL","Chicago",1000,"successful",0,0,0,0,0,"0",0,49558,20,37,17
"968","Design","Product Design","IL","Chicago",2000,"successful",0,0,0,0,0,"0",0,49558,35,63,28
"969","Design","Product Design","IL","Chicago",5000,"successful",0,0,0,0,0,"1783",459,49558,30,63,33
"970","Journalism","Photo","IL","Chicago",7000,"failed",0,0,0,0,0,"0",0,49558,46,46,0
"972","Food","Cookbooks","IL","Chicago",8000,"successful",0,0,0,0,0,"0",0,49558,21,46,25
"973","Comics","Webcomics","IL","Chicago",25000,"successful",0,0,0,0,0,"6495",19900,49558,30,49,19
"974","Comics","Webcomics","IL","Chicago",5000,"successful",0,0,23,75,3284,"1226",1673,49558,30,54,24
"975","Design","Product Design","IL","Chicago",10000,"successful",50000,51000,0,0,0,"0",0,49558,31,98,67
"977","Design","Product Design","IL","Chicago",700,"successful",0,0,0,0,0,"0",0,49558,15,20,5
"978","Comics","Webcomics","IL","Romeoville",1500,"failed",0,0,0,0,0,"0",0,49558,40,46,6
"980","Theater","Spaces","IL","Chicago",150000,"successful",0,0,137,3350,1321697,"24900",2335,49558,40,46,6
"981","Design","Product Design","IL","Chicago",6000,"successful",0,0,0,0,0,"0",0,49558,35,56,21
"982","Technology","Sound","IL","Chicago",80000,"successful",0,0,0,0,0,"0",0,49558,31,60,29
"983","Comics","Webcomics","IL","Chicago",7500,"successful",0,0,0,0,0,"0",0,49558,90,100,10
"985","Publishing","Literary Spaces","IL","Chicago",15000,"successful",554,664,0,0,0,"1544",0,49558,44,49,5
"986","Food","Cookbooks","IL","Chicago",2300,"successful",0,0,0,0,0,"11000",0,49558,21,46,25
"987","Film & Video","Comedy","IL","Chicago",15000,"successful",0,0,0,0,0,"0",0,49558,30,33,3
"988","Comics","Webcomics","IL","Chicago",6000,"failed",935,957,0,0,0,"1111",1789,49558,30,369,339
"989","Comics","Webcomics","IL","Chicago",500,"successful",0,0,0,0,0,"298",0,49558,30,64,34
"990","Comics","Webcomics","IL","Chicago",950,"failed",0,0,0,0,0,"0",0,49558,10,16,6
"991","Design","Product Design","IL","Chicago",1500,"successful",0,0,0,0,0,"0",0,49558,15,49,34
"992","Comics","Webcomics","IL","Chicago",2500,"successful",0,0,0,0,0,"0",0,49558,30,572,542
"993","Comics","Webcomics","IL","Hanna City",700,"successful",0,0,0,0,0,"0",0,49558,58,65,7
"994","Design","Product Design","IL","Elk Grove Village",5000,"successful",0,0,0,0,0,"89",46,49558,30,57,27
"995","Comics","Webcomics","IL","Chicago",4000,"successful",0,0,0,0,0,"0",0,49558,15,24,9
